"";"sku";"meta_title";"meta_description";"meta_keyword";"type";"attribute_set";"tax_class_id";"status";"weight";"name";"price";"description";"short_description"
"<div id=""artikul-p"">Артикул: 56608 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"56608";"";"";"";"simple";"Оборудование";"Нет";"Включено";"15.9000";"Озонатор Intex Krystal Clear Ozone and Saltwater System арт. 56608";"10480.0000";"<p><span>Преимущество использование озонатора в том, что при его применении не происходит негативных последствий таких как: неприятный запас хлора и возможного раздражения.</span></p>";""
"<div id=""artikul-p"">Артикул: 50004 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"50004";"";"";"";"simple";"Оборудование";"Нет";"Включено";"0.6000";"Рукоятка телескопическая алюминиевая 94"", 239 см, артикул 50004";"550.0000";"<p><span>Телескопический алюминиевый держатель, 239 см, арт. intex 50004, Интекс . Телескопический алюминиевый держатель для сачков и щеток, предназначенных для очистки бассейнов. Подходит к набору для чистки бассейнов арт. 50006. Длина: 239см Внутренний диаметр: 26,2 мм</span></p>";""
"<div id=""artikul-p"">Артикул: 50000 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"50000";"";"";"";"simple";"Оборудование";"Нет";"Включено";"0.2170";"Сачок для чистки бассейна с поверхности Leaf Skimmer, Intex 50000";"150.0000";"<p><span>Сачок для чистки бассейна с поверхности Leaf Skimmer , плоский , Intex 5000 . Состоит из сачка.</span></p>";""
"<div id=""artikul-p"">Артикул: 50001 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"50001";"";"";"";"simple";"Оборудование";"Нет";"Включено";"0.8800";"Сачок с прочной сеткой и мешочком для сбора мусора , арт.50001";"200.0000";"<p><span>Сачок с мешком из мелкоячеистой сетки предназначен для сбора крупного мусора с поверхности воды в бассейнах. Его можно насаживать на алюминиевый держатель арт. 50005.</span></p>";""
"<div id=""artikul-p"">Артикул: 50005 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"50005";"";"";"";"simple";"Оборудование";"Нет";"Включено";"0.8000";"Телескопическая ручка Telescoping Aluminum Shaft 279см, Intex арт.50005";"550.0000";"<p><span>Телескопическая алюминиевая ручка для щетки. Ручка выдвигается до максимальной длины - 279 см. Подходит к набору для чистки бассейнов арт. 50007. Внутренний диаметр: 29,8 мм</span></p>";""
"<div id=""artikul-p"">Артикул: 54606 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54606";"";"";"";"simple";"Оборудование";"Нет";"Включено";"11.0000";"Хлорогенератор INTEX SALTWATER SYSTEM арт. 54606";"5900.0000";"<p><span>Хлоргенератор&nbsp; позволяет отказаться от использования жидкого хлора для очистки и обеззараживания воды.&nbsp;</span><br /><span>Предназначен для каркасных и надувных бассейнов Intex, а также бассейнов других фирм.</span><br /><span>Использование хлоргенератора не только намного безопаснее для кожи и слизистой оболочки&nbsp;</span><br /><span>глаз, но и дешевле в эксплуатации, так как в качестве реагента используется обычная соль.</span><br /><span>Служит для дезинфекции и обеззараживания воды в бассейне.&nbsp;</span><br /><span>Уничтожает бактерии, препятствует образованию водорослей в воде.</span><br /><span>Для данной модели хлоргенератора характерно засыпать определенное количество соли&nbsp;</span><br /><span>непосредственно в бассейн, согласно инструкции, в зависимости от размера бассейна.</span></p>";""
"<div id=""artikul-p"">Артикул: 50002 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"50002";"";"";"";"simple";"Оборудование";"Нет";"Включено";"3.7000";"Щетка прямая для чистки стенок и дна бассейна, 25 см / арт.50002";"150.0000";"<p><span>Щетка прямая для очистки стен бассейна. Необходимый аксессуар для ухода за каркасными и надувными бассейнами.Щетка имеет крепление ""зажим"", подходит для телескопической штанги. Присоединяется к телескопической трубке арт. 50002 и 50004 - приобретается ОТДЕЛЬНО!</span></p>";""
"<div id=""artikul-p"">Артикул: 59900 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"59900";"Купить недорогой картридж к насосу Intex для бассейна в интернет магазине";"";"";"simple";"Оборудование";"Нет";"Включено";"0.2000";"Картридж А к фильтрующим насосам Intex арт.59900";"270.0000";"<p><span>Картридж&nbsp; ""А "" к фильтрующим насосам Intex.</span><br /><span>Подходит к фильтрующим насосам арт.58604 /56638/ 56636.</span><br /><span>Периодичность замены&nbsp; картриджей в фильтрующем насосе через 2-3 недели эксплуатации ( согласно инструкции производителя )</span></p>";""
"<div id=""artikul-p"">Артикул: 59905 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"59905";"Заказать качественный картридж к насосам Intex для бассейна в интернет магазине";"";"";"simple";"Оборудование";"Нет";"Включено";"0.6000";"Картридж В к фильтрующим насосам Intex арт.59905";"590.0000";"<p><span>Картридж&nbsp; ""B "" к фильтрующим насосам Intex.</span><br /><span>Подходит к фильтрующим насосам арт.56634 /56622/ 56612 и к фильтрующим насосам совмещенным с хлорогенератором&nbsp; арт. 56612.</span><br /><span>Периодичность замены&nbsp; картриджей в фильтрующем насосе через 2-3 недели эксплуатации ( согласно инструкции производителя )</span></p>";""
"<div id=""artikul-p"">Артикул: 59900-6 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"59900-6";"Купить картридж к фильтрующим насосам Intex для бассейна в интернет магазине";"";"";"simple";"Оборудование";"Нет";"Включено";"5.5000";"Катридж А в упаковке 6 штук арт.59900-6";"1470.0000";"<p><span>Картридж&nbsp; ""А "" к фильтрующим насосам Intex.</span><br /><span>Подходит к фильтрующим насосам арт.58604 /56638/ 56636.</span><br /><span>Периодичность замены&nbsp; картриджей в фильтрующем насосе через 2-3 недели эксплуатации ( согласно инструкции производителя )</span></p>";""
"<div id=""artikul-p"">Артикул: 59905-6 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"59905-6";"Подобрать картридж к фильтрующему насосу Intex для бассейна в интернет магазине";"";"";"simple";"Оборудование";"Нет";"Включено";"5.5000";"Картридж Б в упаковке 6 штук арт.59905-6";"3180.0000";"<p><span>Картридж&nbsp; ""B "" к фильтрующим насосам Intex.</span><br /><span>Подходит к фильтрующим насосам арт.56634 /56622/ 56612 и к фильтрующим насосам совмещенным с хлорогенератором&nbsp; арт. 56612.</span><br /><span>Периодичность замены&nbsp; картриджей в фильтрующем насосе через 2-3 недели эксплуатации ( согласно инструкции производителя )</span></p>";""
"<div id=""artikul-p"">Артикул: 58604 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58604";"Купить качественный фильтр помпа";"оборудование для бассейна в интернет магазине";"";"simple";"Оборудование";"Нет";"Включено";"0.2000";"Фильтр-помпа для бассейна INTEX диаметром 244, 305, 366 см арт.58604";"1840.0000";"<p><span>Фильтр помпа предназначен для бассейна Intex диаметром 244, 305 и 366 см.Для поддержки чистоты воды в каркасных и надувных бассейнах Intex диаметром 244, 305 и 366 см используется фильтрующий насос 58604 мощностью 2064л/час. Для установки фильтрующего насоса (фильтра-помпы) необходимо подсоединить два гофрированных шланга насоса к штатным отверстиям бассейна на расстоянии от 2 метров от него. Картриджи легко чистятся и меняются. Одного картриджа хватает на 2- 4 недели. Для видимых результатов воду в бассейне необходимо подвергать фильтрации несколько раз в день.</span></p>";""
"<div id=""artikul-p"">Артикул: 56638 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"56638";"Подобрать недорогой фильтр помпа";"оборудование для бассейна в интернет магазине";"";"simple";"Оборудование";"Нет";"Включено";"3.7000";"Фильтр-помпа для бассейна INTEX диаметром 457 см арт.56638";"2240.0000";"<p><span>Когда бассейн расположен на улице, в него неизбежно попадают пыль, насекомые и мусор. Чтобы вода долгое время оставалась чистой и в ней приятно было купаться, бассейн необходимо чистить с помощью специальных устройств, одним из которых является фильтр-помпа. Фильтрующий насос (или фильтр-помпа) 56638 мощностью 4900 л подходит для использования в бассейнах Intex диаметром 457 см. Фильтр работает в трех направления: - очищает воду за счет картриджа (одного картриджа хватает на 2-4 недели активного использования); - препятствует застою, несколько раз пропуская воду через себя; - перемешивает химические средства по уходу за водой. Запуск процесса фильтрации начинается после присоединения двух гофрированных шлангов к штатным отверстиям бассейна и подключения насоса к электросети. Во время работы устройства в бассейне не должно находиться людей.&nbsp;</span><br /><span>Чистая вода - залог вашего здоровья и приятного отдыха!</span></p>";""
"<div id=""artikul-p"">Артикул: 56636 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"56636";"Купить недорогой фильтрующий водный насос для каркасных и надувных бассейнов Intex";"";"";"simple";"Оборудование";"Нет";"Включено";"8.0000";"Фильтр-помпа для бассейна INTEX диаметром 549 см арт.56636";"4100.0000";"<p><span>Для поддержки чистоты воды в бассейне диаметром 549 см рекомендуется использовать фильтрующий насос 56636 мощностью 5678 л/ч. Корпус насоса состоит из продолговатой емкости с картриджем и, заключенного в отдельную коробку, мотора. Установка фильтра предполагает присоединение к бассейну двух гофрированных шлангов от насоса, через которые циркулирует вода. Приблизительное время использования одного картриджа 2-4 недели. После окончания сезона насос следует разобрать, смазав составные части масляной жидкостью и хранить в сухом прохладном месте. Заказать и купить фильтрующий насос 56636 можно в нашем интернет - магазине.</span></p>";""
"<div id=""artikul-p"">Артикул: 56634 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"56634";"Заказать качественный фильтрующий водный насос для каркасных и надувных бассейнов Intex";"";"";"simple";"Оборудование";"Нет";"Включено";"12.6000";"Фильтр-помпа для бассейна INTEX диаметром 732 см арт.56634";"5200.0000";"<p><span>Замена воды в бассейнах Интекс несложный процесс, однако, требует времени (особенно если наполняется крупный бассейн Intex диаметром 732 см), ожидания его нагрева и запасов воды в источнике . Мощный фильтрующий насос 56634 производительностью 9462 л/ч позволяет пользоваться бассейном, не меняя воду, целый месяц, наслаждаясь отдыхом, не заботясь о других вещах. Принцип работы насоса основан на прохождении воды через специальный картридж, который находится внутри корпуса фильтра, подключаемого к бассейну через два гофрированных шланга. Во время работы фильтра не рекомендуется присутствие людей в бассейне. В комплект входит сменный картридж.</span></p>";""
"<div id=""artikul-p"">Артикул: 54602 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54602";"Купить качественный хлоратор Delux Salvater System";"оборудование для бассейна";"";"simple";"Оборудование";"Нет";"Включено";"10.6000";"Хлоратор Delux Salvater System арт.54602";"9270.0000";"<p><span>Хлоратор Delux Salvater System 54602 служит для обезвреживания и дезинфекции воды в бассейнах Интекс. Действие прибора основано на процессе электролиза, превращающего обычную соль (хлорид натрия) в хлор. Вещество, полученное таким образом, безвредно и не имеет специфического запаха. Хлоратор используется совместно с фильтрующим насосом и присоединяется к в одному из шлангов фильтра, через который очищенная вода возвращается в бассейн. Пользоваться хлорогенератором очень просто: нужно в бассейн насыпать обычную соль / из расчета 3кг.соли на тонну воды / и ждать, когда соленая вода пройдет через прибор и вернется обратно в бассейн. Рекомендуется придерживаться нормы расхода соли в зависимости от объема бассейна. Все показатели работы хлорогенератора отображаются на электронном табло и легко контролируются за счет подачи звукового сигнала в случае отклонения от нормы. Использование натуральной соли без примесей ускорит процесс очищения бассейна.</span></p>";""
"<div id=""artikul-p"">Артикул: 54616 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54616";"Подобрать качественный хлоратор-фильтр CHLORINE GENERATOR для очистки бассейна";"";"";"simple";"Оборудование";"Нет";"Включено";"18.7000";"Хлоратор-фильтр CARTRIDGE FILTER PUMP арт.54616";"13600.0000";"<p><span>Удобная модель &rdquo;2 в 1&rdquo;- хлоратор и фильтр 54616 на одной платформе, активно берется с вирусами, бактериями, размножением водорослей в воде, а также пылью и другими мелкими загрязнениями. Устройство просто устанавливается. Для его подключения используются два гофрированных шланга, которые присоединяются к штатным отверстиям бассейна. Хлоратор преобразует обычную соль (хлорида натрия) в хлор за счет процесса электролиза, и в отличие от жидкого хлора, полученное таким образом вещество, не вызывает аллергических реакций. Чтобы действие хлоратора вступило в силу, соль / из расчета 3 кг. соли на тонну воды / необходимо бросить в бассейн с заполненной водой : соленая вода, пройдя через прибор, уже хлорированная и очищенная, вернется обратно в бассейн. Рекомендуется придерживаться нормы расхода соли в зависимости от объема бассейна . Оснащен сенсорной панелью.</span></p>";""
"<div id=""artikul-p"">Артикул: 56672 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"56672";"Заказать качественный песочный фильтр Intex для надувных и каркасных бассейнов";"";"";"simple";"Оборудование";"Нет";"Включено";"33.0000";"Песочный фильтр Intex Krystal Clear арт.56672";"16340.0000";"<p><span>Песочный фильтрующий насос 56672 с мощностью 10000 литров/ч подходит для круглых бассейнов фирмы Intex диаметром 549 см и больше, а также крупных прямоугольных бассейнов. Служит для очистки и рециркуляции воды, а также размешивает средства по уходу за водой. Подключается к бассейну с помощью двух гофрированных шлангов. По сравнению с обычным фильтрующим насосом c картриджем, более экономичен, так как замена песка требуется только раз в пять лет. Насос оснащен 6 режимами работы и 12-ти часовым таймером. Объем песка 50 кг (можно купить отдельно).</span></p>";""
"<div id=""artikul-p"">Артикул: 56686 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"56686";"Купить недорогой песочный фильтр Intex для надувных и каркасных бассейнов в интернет магазине";"";"";"simple";"Оборудование";"Нет";"Включено";"20.6000";"Песочный фильтр Intex Krystal Clear арт.56686";"9250.0000";"<p>Песочный фильтрующий насос 56686 прекрасно очищает воду с помощью кварцевого песка, насыпаемого в специальную емкость вместимостью до 25 кг.</p>
<p>&nbsp;</p>
<p>Фильтрующая способность такого насоса на несколько процентов выше, чем у фильтра-помпы с картриджем. По сравнению с обычным фильтрующим насосом более экономичен в связи с отсутствием картриджей, насыпав один раз песок, следующая его замена потребуется лишь через 5 лет.Имеется корзинка для отфильтрованных элементов. Производительность насоса 4,550 литров/ч. .</p>
<p>&nbsp;</p>
<p>Подходит для использования в бассейнах Intex диаметром от 457 см. Купить фильтрующий насос 56686, а также кварцевый песок для него, можно в нашем интернет - магазине.</p>";""
"<div id=""artikul-p"">Артикул: 56674 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"56674";"Купить недорогой песочный фильтр Intex для надувных и каркасных бассейнов в интернет магазине";"";"";"simple";"Оборудование";"Нет";"Включено";"25.0000";"Песочный фильтр Intex Krystal Clear арт.56674";"12480.0000";"<p><span>Песочный фильтрующий насос 56674 прекрасно очищает воду с помощью кварцевого песка, насыпаемого в специальную емкость вместимостью до 25 кг. Фильтрующая способность такого насоса на несколько процентов выше, чем у фильтра-помпы с картриджем. По сравнению с обычным фильтрующим насосом более экономичен в связи с отсутствием картриджей, насыпав один раз песок, следующая его замена потребуется лишь через 5 лет. Имеется корзинка для отфильтрованных элементов. Производительность насоса 6000 литров/ч. . Подходит для использования в бассейнах Intex диаметром от 488 см. Купить фильтрующий насос 56674, а также кварцевый песок для него, можно в нашем интернет - магазине.</span></p>";""
"<div id=""artikul-p"">Артикул: 56678 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"56678";"Купить недорогой хлоратор";"песочный фильтр Intex Krystal Clear для чистки бассейна";"";"simple";"Оборудование";"Нет";"Включено";"28.0000";"Хлоратор-песочный фильтр Intex Krystal Clear Combines арт.56678";"19400.0000";"<p><span>Если не ухаживать за водой в бассейне, через неделю она начнет цвести, чтобы это предотвратить, необходимо использовать обезвреживающие вещества. Самым надежным бойцом с вирусами и бактериями является хлорка, однако, в жидком виде она имеет специфичный запах и вызывает аллергию. Хлоратор, или хлорогенератор, для бассейнов фирмы Intex производит газообразный хлор, который получается в процессе электролиза из обычной соли. Использование хлоратора в комплекте с фильтрующим насосом модели 56678 экономично по двух причинам: во-первых, в хлораторе используется обычная поваренная соль / из расчета 3кг.соли на тонну воды /, а в фильтрующем насосе кварцевый песок / емкость для песка 50 кг. /, который подлежит замене лишь через 5 лет. Рекомендуется придерживаться нормы расхода соли в зависимости от объема бассейна . Для начала работы по очистке воды, устройство нужно подсоединить через два гофрированных шланга к бассейну. Производительность насоса 6000 литров/ч позволяет использовать его в каркасных и надувных бассейнах диаметром от 457 см.</span></p>";""
"<div id=""artikul-p"">Артикул: 56682 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"56682";"Заказать недорогой хлоратор песочный фильтр Intex Krystal Clear для бассейна";"";"";"simple";"Оборудование";"Нет";"Включено";"36.6000";"Хлоратор-песочный фильтр Intex Krystal Clear Combines  арт.56682";"22800.0000";"<p><span>Чтобы купание в бассейне было приятным, за водой нужно ухаживать. Рекомендуем использовать песочный насос в комплекте с хлоратором 56682 на одной платформе, активно борющимися за чистоту воды. Кроме функции очищения, фильтр способствует рециркуляции воды и размешивает средства по уходу за водой, а хлоратор препятствует ее цветению. Благодаря фильтрующему насосу с хлоратором, воду в бассейне можно менять лишь два-три раза за сезон. Использование устройства дешево, так как в качестве активного вещества в хлораторе выступает обычная поваренная соль / из расчета 3 кг. соли на тонну воды /, а в фильтре - кварцевый песок / вместимость песка 50 кг. /, объема которого хватает на 5 лет. Рекомендуется придерживаться нормы расхода соли в зависимости от объема бассейна . Мощность насоса 10000 л/ч., подходит для бассейнов Intex диаметром от 549 см.</span></p>";""
"<div id=""artikul-p"">Артикул: 58949 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58949";"Заказать качественный скиммер фильтр для надувного или каркасного бассейна в интернет магазине";"";"";"simple";"Оборудование";"Нет";"Включено";"2.2120";"Скиммер для бассейнов Intex Deluxe Wall Surface Skimmer арт. 58949";"1200.0000";"<p><span>Скиммер- фильтр&nbsp; автоматически собирает листву и мелкий мусор с поверхности воды.</span><br /><span>Регулируемый кронштейн, позволит присоединить к бортику как надувного, так и каркасного бассейнов.</span></p>";""
"<div id=""artikul-p"">Артикул: 58958 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58958";"Заказать недорогой комплект для очистки надувных и каркасных бассейнов в интернет магазине";"";"";"simple";"Оборудование";"Нет";"Включено";"1.5000";"Комплект для очистки Pool Maintenance Kit 239 см арт.58958";"1460.0000";"<p><span>В комплекте: длинная алюминиевая ручка, к которой можно подсоединить либо сачок (если мусор плавает на поверхности бассейна), либо специальную насадку-пылесос с мешком для сбора мусора (для подъема грязи и мусора со дна бассейна).</span></p>";""
"<div id=""artikul-p"">Артикул: 58947 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58947";"Купить качественный набор для чистки бассейнов в интернет магазине";"";"";"simple";"Оборудование";"Нет";"Включено";"6.0000";"Комплект для очистки Deluxe Pool Maintenance Kit 279 см арт.58947";"4400.0000";"<p><span>Набор для чистки бассейнов диаметром 457 см и более.</span><br /><span>Состоит из устройства для автоматической очистки поверхности воды (скиммера) и легкой алюминиевой телескопической ручки длиной 279 см,&nbsp; к которой возможно подсоединить&nbsp;&nbsp; вакуумную насадку (водяной пылесос)&nbsp; или&nbsp; сачек для сбора мусора с поверхности воды. Для работы необходим фильтрующий насос от 5000л.ч , тк&nbsp; водяной пылесос подключается не к садовому шлангу , как другие очистки , а непосредственно к скиммеру.</span></p>";""
"<div id=""artikul-p"">Артикул: 56688 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"56688";"Недорогая подсветка настенная Led для бассейна";"купить в интернет магазине";"";"simple";"Оборудование";"Нет";"Включено";"2.2500";"Подсветка бассейна настенная Led арт.56688";"3500.0000";"<p><span>Фонарь крепится на стенку бассейна, работает от сети 220V.&nbsp;</span><br /><span>Подсветка используют мощные светодиоды, достаточные для освещения площади в 24 м2.&nbsp;</span><br /><span>Подходит для бассейнов с надувным верхом Easy Set pools и для каркасных Metal Frame pools.</span></p>";""
"<div id=""artikul-p"">Артикул: 58948 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58948";"Купить недорогой автоматический ваккумный пылесос для очистки бассейна Intex";"";"";"simple";"Оборудование";"Нет";"Включено";"9.0000";"Пылесос для очистки дна бассейнов арт.58948";"5500.0000";"<p><span>Автоматический ваккумный пылесос Intex предназначен для очистки дна бассейнов. Для работы пылесоса требуется водный насос производительностью не менее 5000 л/ч.</span></p>";""
"<div id=""artikul-p"">Артикул: 02555 </div>";"02555";"";"";"";"simple";"Оборудование";"Нет";"Включено";"0.4400";"Соль таблетированная ""Экстра"" арт.02555";"600.0000";"<p><span>Соль таблетированная&nbsp; ""Экстра "" универсальная . упаковка&nbsp; 25 кг для&nbsp; применения в хлорогенараторах. Соль используется из расчета 3 кг. соли на тонну воды . Рекомендуется придерживаться нормы расхода соли в зависимости от объема бассейна .</span></p>";""
"<div id=""artikul-p"">Артикул: 02556 </div>";"02556";"";"";"";"simple";"Оборудование";"Нет";"Включено";"25.0000";"Песок кварцевый для песчаных фильтров арт.02556";"550.0000";"<p><span>Песок кварцевый для песчаных фильтров&nbsp;&nbsp; Intex</span></p>";""
"<div id=""artikul-p"">Артикул: 02506 </div>";"02506";"";"";"";"simple";"Оборудование";"Нет";"Включено";"1.0000";"""Лонгафор"" таблетки по 20 г. арт.02506";"460.0000";"<table border=""0"" cellspacing=""0"" cellpadding=""8"" align=""left"">
<tbody>
<tr>
<td>
<p><strong>&laquo;ЛОНГАФОР&raquo; хлорсодержащее средство&nbsp;пролонгированного действия для дезинфекции бассейна - медленнорастворимые таблетки по 20 г.<br /><br /></strong><strong>Назначение</strong>: длительная ""хлорная"" дезинфекция.&nbsp;Химия для бассейнов ""Лонгафор""&nbsp;в течение длительного времени воздействует на бактерии, вирусы и грибы,&nbsp;средство разрушает органические вещества, вызывающие мутность воды бассейна; препарат противодействует росту микроспор зелёного планктона в открытых бассейнах, имеет осветляющий эффект.&nbsp;<br /><br /><strong>Применение</strong>: необходимое количество таблеток помещают в автохлоратор (или скиммер).<br /><br /><strong>Рекомендуемые дозировки</strong>:<br /><br />- текущая обработка - 1 таблетка на 2,5 мі воды каждые 1-2 недели. При интенсивном использовании бассейна увеличивают частоту обработки и дозировку в соответствии с показателем тестера хлора (содержание остаточного ""свободного"" хлора в воде бассейна должно быть в пределах 0,3-0,5 мг/л).<br /><br />- ""ударная"" обработка: 1 таблетка&nbsp;ЛОНГАФОРа + 10г&nbsp;ХЛОРИТЭКСа / ХЛОРОКСОНа на 2,5 м. куб.&nbsp;воды. Требуется технический перерыв в работе бассейна не менее 12 часов при непрерывной фильтрации. Затем фильтр тщательно промыть.</p>
<p align=""justify""><strong>Меры предосторожности</strong>: беречь от детей; не смешивать с другими химическими препаратами; при попадании на кожу и глаза немедленно промыть большим количеством воды, при необходимости обратиться к врачу.&nbsp;<strong>Состав</strong>: хлорпроизводное изоциануровой кислоты.&nbsp;<br /><br /><strong>Срок хранения</strong>: один год с даты изготовления.</p>
<p><strong>Условия хранения</strong>: хранить химию в крытом сухом проветриваемом помещении и оригинальной герметично закрытой упаковке при t не выше +25 С вдали от нагревательных приборов; избегать контакта с кислотами, кислородсодержащими веществами, взрывчатыми и легковоспламеняющимися материалами; беречь от влаги, нагрева и прямых солнечных лучей.<br /><br /></p>
<table border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td rowspan=""2"" width=""60%"">
<p>Дозировка, мл</p>
</td>
<td colspan=""6"" width=""38%"">Объем бассейна, м<sup>3</sup></td>
</tr>
<tr>
<td width=""8%"">2.5</td>
<td width=""6%"">5</td>
<td width=""6%"">7.5</td>
<td>10</td>
<td>&nbsp;&nbsp;&nbsp;&nbsp;-</td>
<td>&nbsp;&nbsp;&nbsp;&nbsp;-</td>
</tr>
<tr>
<td width=""60%"">&ldquo;текущая дезинфекция&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Лонгафор, табл. 20г)</td>
<td width=""8%"">1</td>
<td width=""6%"">2</td>
<td width=""6%"">3</td>
<td>4</td>
<td>&nbsp;&nbsp;&nbsp;&nbsp;-</td>
<td>&nbsp;&nbsp;&nbsp;&nbsp;-</td>
</tr>
<tr>
<td width=""60%"">""ударная"" дезинфекция&nbsp;&nbsp;(Лонгафор, /Хлоритэкс)</td>
<td width=""8%"">1/10</td>
<td width=""6%"">2/20</td>
<td width=""6%"">3/30</td>
<td>4/40</td>
<td>&nbsp;&nbsp;&nbsp;&nbsp;-</td>
<td>&nbsp;&nbsp;&nbsp;&nbsp;-</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>&nbsp;</p>
</td>
</tr>
</tbody>
</table>";""
"<div id=""artikul-p"">Артикул: 02503 </div>";"02503";"";"";"";"simple";"Оборудование";"Нет";"Включено";"1.0000";"Препарат ""ХЛОРИТЕКС"" органический хлор в гранулах арт.02503";"380.0000";"<p><strong>Химия для бассейна&nbsp; ""ХЛОРИТЕКС"" органический хлор 1 КГ<br /></strong></p>
<p><strong>Хлоритекс</strong>-это быстро растворимое средство в гранулах, благодаря которому достигается необходимая концентрация свободного хлора в воде плавательного бассейна. Состав: содежит дихлоризоцианурат, концентрация активного хлора - 65%. Масса упаковки: ведро 1кг.<br />За счёт высокой растворимости ,быстро достигается необходимая концентрация хлора в воде.<br />Не изменяет уровень рН воды, выделяемый в воде свободный хлор устойчив к уф-излучению.&nbsp;<br />Не осветляет полиэстеровые и виниловые поверхности.<br />Не содержит кальция.<br />Препарат обладает высокими бактерицидными свойствами.</p>
<p><strong>Внимание!&nbsp;</strong>Данный препарат продаётся только при покупке бассейна.<br /><br /></p>
<p><strong>Рекомендуемые дозировки препарата:<br />Текущая обработка</strong>&nbsp;- 10-30г на 10 куб м воды ежедневно.&nbsp;<br />Требуется технический перерыв в работе бассейна не менее 4 часов.&nbsp;<br /><strong>Ударная"" обработка</strong>&nbsp;- 75г на 10 куб м воды каждые 7-10 дней.&nbsp;<br />Требуется технический перерыв в работе бассейна не менее 12 часов.&nbsp;<br /><strong>При мутной воде</strong>&nbsp;- 200г на 10 куб м воды.&nbsp;<br />З<strong>аросший водорослями бассейн</strong>&nbsp;- на 10 куб м воды: сначала 200 г ХЛОРИТЭКСа , затем (через 12 часов) 250 мл АЛЬГИТИННА.&nbsp;<br /><br /><br /><strong>Состав:</strong>&nbsp;содержание активного хлора - не менее 55%.</p>
<p><strong>Меры предосторожности:<br /></strong>Беречь от детей;&nbsp;<br />При попадании на кожу и глаза немедленно промыть большим количеством воды, при необходимости обратиться к врачу;<br />Не смешивать с другими химическими препаратами.</p>
<p><strong>Условия хранения:&nbsp;<br /></strong>При t не выше 25 градусов С в сухом помещении и герметичной упаковке;&nbsp;<br />Вдали от кислот, кислородсодержащих веществ и легковоспламеняющихся материалов;<br />Беречь от влаги и прямых солнечных лучей.</p>
<p><strong>Срок годности:</strong>&nbsp;два года с даты изготовления.</p>";""
